holding_id,filed_by,official_flight_id,filed_by_in_catalog,filed_by_in_collection,location,special_location,scale_1,scale_2,scale_3,index_type,index_scale,index_filed_under,begin_date,end_date,size,height,width,vertical,oblique_high,oblique_low,overlap,sidelap,filmtype,bw,bw_IR,color,color_IR,spectral_range,printt,pos_trans,negative,digital,o_p_d,black and white,Color,cut Frame,roll,print,acquired_digital,positive,negative,spectral description,extra,roll,cut_frame,filter,generation_held,camera,lens_focal_length,platform_id,directional_orientation,altitude_a,altitude_b,altitude_c,contractor_requestor,flown_by,acquired_from,note,copyright,access_limitations,area_general,counties,index_digital,frames_scanned,estimated_frame_count,ready_ref,prod_test,last_update
504556,TG-2765,TG-2765,TG-2765,TG-2765,5,Roll Film Collection,3000,0,0,mosaic,12000,NULL,1970-04-27,1970-04-27,frames 9 X 9 inches,9,9,1,0,0,60%,NULL,NULL,1,0,0,0,400-700 nm,0,0,1,0,Negative; Roll,,,,Roll,,,,Negative,,,1,0,NULL,1st generation,NULL,6 inches (152.16mm),NULL,various,1500,NULL,NULL,"Camp, Dresser & McKee",Teledyne Geotronics,"Teledyne, Inc.",Stoughton & vicinity.,Copyright &copy; UC Regents,NULL,Massachusetts - Regions,Norfolk,1,0,88,no,prod,2012-08-06 10:43:54
504557,TG-2749,TG-2749,TG-2749,TG-2749,1 5,NULL,24000,0,0,mosaic,42000,NULL,1970-02-24,1970-02-24,frames 9 X 9 inches,9,9,1,0,0,60%,NULL,NULL,1,0,0,0,400-70 nm,1,0,1,0,Print Negative; Roll; Cut Frame;,,,Cut Frame,Roll,Print Negative,,,Print Negative,,,1,1,NULL,1st and 2nd generations,NULL,6 inches (152.35mm),NULL,various,12000,NULL,NULL,Tecate Properties,Teledyne Geotronics,"Teledyne, Inc.","La Mesa, La Presa, La Joya, El Florida. Negatives filed on roll TG-2740.",Copyright &copy; UC Regents,NULL,Mexico - Baja California Norte,NULL,1,0,43,no,prod,2012-08-06 10:43:54
504558,TG-2892,TG-2892,TG-2892,TG-2892,5,Roll Film Collection,2400,0,0,mosaic,7200,NULL,1971-03-31,1971-03-31,frames 9 X 9 inches,9,9,1,0,0,60%,NULL,NULL,1,0,0,0,400-700 nm,0,0,1,0,Negative; Roll,,,,Roll,,,,Negative,,,1,0,NULL,1st generation,NULL,6 inches (152.58mm),NULL,various,2400,NULL,NULL,Frederick R. Harris,Teledeyne Geotronics,"Teledyne, Inc.",Morgantown. Negatives filed on roll TG-2877.,Copyright &copy; UC Regents,NULL,West Virginia - Regions,Monongalia,1,0,39,no,prod,2012-08-06 10:43:54
504559,TG-2770,TG-2770,TG-2770,TG-2770,5,Roll Film Collection,12000,0,0,"mosaic, line",24000,NULL,1970-06-13,1970-07-17,frames 9 X 9 inches,9,9,1,0,0,60%,NULL,NULL,1,0,0,0,400-700 nm,0,0,1,0,Negative; Roll,,,,Roll,,,,Negative,,,1,0,NULL,1st generation,NULL,6 inches,NULL,various,6000,NULL,NULL,"Department of New Jersey, State of New Jersey","Teledyne, Inc.","Teledyne, Inc.","Trenton to Pennington, Route 240. Negatives filed on roll TG-2765.",Copyright &copy; UC Regents,NULL,New Jersey - Regions,Mercer,1,0,19,no,prod,2012-08-06 10:43:54
504560,TG-2770-001,TG-2770-001,TG-2770-001,TG-2770-001,5,Roll Film Collection,12000,0,0,line,50000,TG-2770,1971-05-15,1971-05-15,frames 9 X 9 inches,9,9,1,0,0,60%,NULL,NULL,1,0,0,0,400-700 nm,0,0,1,0,Negative; Roll,,,,Roll,,,,Negative,,,1,0,NULL,1st generation,NULL,6 inchees (152.20mm),NULL,North-South,6000,NULL,NULL,NULL,Teledyne Geotronics,"Teledyne, Inc.",Trenton to Eldridge Park. Negatives filed on roll TG-2765.,Copyright &copy; UC Regents,NULL,New Jersey - Regions,Mercer,1,0,4,no,prod,2012-08-06 10:43:54
504561,TG-2883,TG-2883,TG-2883,TG-2883,5,Roll Film Collection,12000,0,0,line,47000,NULL,1971-03-03,1971-03-03,frames 9 X 9 inches,9,9,1,0,0,NULL,NULL,NULL,0,0,0,1,NULL,0,0,1,0,Negative; Roll,,,,Roll,,,,Negative,,,1,0,NULL,1st generation,NULL,6 inches (152.35mm),NULL,various,6000,NULL,NULL,NULL,Teledyne Geotronics,"Teledyne, Inc.","Chihuahua Valley area, west Anza Borrego State Park. Frames are hand-numbered and not dated; flight date recorded in Teledyne books. Negatives filed on roll TG-2877.",Copyright &copy; UC Regents,NULL,San Diego County (California),NULL,1,0,11,no,prod,2012-08-06 10:43:54
504562,TG-2904,TG-2904,TG-2904,TG-2904,1 5,Roll Film Collection,2400,0,0,mosaic,NULL,NULL,1971-04-08,1971-04-08,frames 9 X 9 inches,9,9,1,0,0,60%,30-40%,NULL,1,0,0,0,400-700 nm,0,0,1,0,Negative; Roll,,,,Roll,,,,Negative,,,1,0,NULL,1st generation,NULL,6 inches (152.35mm),NULL,various,1200,NULL,NULL,NULL,Teledyne Geotronics,"Teledyne, Inc.",Castellamare and Pacific Palisades. Negatives filed on roll TG-2877.,Copyright &copy; UC Regents,NULL,Los Angeles County (California),NULL,1,2,64,no,prod,2017-07-19 10:11:27
504563,TG-2940,TG-2940,TG-2940,TG-2940,5,Roll Film Collection,2400,0,0,mosaic,6000,NULL,1971-08-13,1971-08-18,frames 9,9,18,1,0,0,60%,30-40%,NULL,1,0,0,0,400-700 nm,0,0,1,0,Negative; Roll,,,,Roll,,,,Negative,,,1,0,NULL,1st generation,NULL,NULL,NULL,various,NULL,NULL,NULL,City of Long Beach,Teledyne Geotronics,"Teledyne, Inc.",Long Beach: Naples area. (Districts 15 and 16 of the City of Long Beach).,Copyright &copy; UC Regents,NULL,Los Angeles County (California),NULL,1,0,12,no,prod,2012-08-06 10:43:54
504564,TG-2940-001,TG-2940-001,TG-2940-001,TG-2940-001,5,Roll Film Collection,2400,0,0,mosaic,6000,NULL,1971-08-13,1971-08-13,frames 9,9,18,1,0,0,60%,NULL,NULL,1,0,0,0,400-700 nm,0,0,1,0,Negative; Roll,,,,Roll,,,,Negative,,,1,0,NULL,1st generation,NULL,NULL,NULL,East-West,NULL,NULL,NULL,City of Long Beach,Teledyne Geotronics,"Teledyne, Inc.",Long Beach: Carson Street (Bouton Lake to Interstate 605). ,Copyright &copy; UC Regents,NULL,Los Angeles County (California),NULL,1,0,17,no,prod,2012-08-06 10:43:54
504565,86-006-03,86-006-03,86-006-03,86-006-03,3,Room 2513,0,0,0,none,NULL,NULL,1986-07-16,1986-07-16,9,9,9,1,0,0,60%,NULL,SO-397,0,0,1,0,400-700nm,0,1,0,0,Positive Transparency; Roll,,,,Roll,,,Positive Transparency,,,,1,0,NULL,NULL,#087,12 inches (305.30mm),C-130,NULL,NULL,NULL,NULL,NULL,NASA-Ames,NASA-Ames,Kabelescheuer. Two copies held in MIL collection. Received January 1994. NASA-Ames holds no further documentation on this flight. ,Copyright &copy; UC Regents,NULL,Germany - Regions,NULL,0,0,0,no,prod,2012-08-06 10:43:54
504566,86-006-04,86-006-04,86-006-04,86-006-04,3,Room 2513,0,0,0,none,NULL,NULL,1986-07-15,1986-07-15,frames 9 X 9 inches,9,9,1,0,0,60%,NULL,SO-397,0,0,1,0,400-700nm,0,1,0,0,Positive Transparency; Roll,,,,Roll,,,Positive Transparency,,,,1,0,NULL,NULL,#087,12 inches (305.30mm),C-130,NULL,NULL,NULL,NULL,NULL,NASA-Ames,NASA-Ames,Munich/Hogwald. Imagery filed on roll 86-006-03. Two copies held in MIL collection. Received January 1994. NASA-Ames holds no further documentation on this flight. ,Copyright &copy; UC Regents,NULL,Germany - Regions ,NULL,0,0,0,no,prod,2012-08-06 10:43:54
504567,86-006-05,86-006-05,86-006-05,86-006-05,3,Room 2513,0,0,0,none,NULL,NULL,1986-07-16,1986-07-16,frames 9 X 9 inches,9,9,1,0,0,60%,NULL,SO-397,0,0,1,0,400-700nm,0,1,0,0,Positive Transparency; Roll,,,,Roll,,,Positive Transparency,,,,1,0,NULL,NULL,#087,12 inches (35030mm),C-130,NULL,NULL,NULL,NULL,NULL,NASA-Ames,NASA-Ames,Frankfurt. Imagery filed on roll 86-006-03. Two copies held in MIL collection. Received January 1994. NASA-Ames holds no further documentation on this flight.,Copyright &copy; UC Regents,NULL,Germany - Regions ,NULL,0,0,0,no,prod,2012-08-06 10:43:54
504568,86-006-06,86-006-06,86-006-06,86-006-06,3,Room 2513,0,0,0,none,NULL,NULL,1986-07-17,1986-07-17,frames 9 X 9 inches,9,9,1,0,0,60%,NULL,SO-397,0,0,1,0,400-700nm,0,1,0,0,Positive Transparency; Roll,,,,Roll,,,Positive Transparency,,,,1,0,NULL,NULL,#087,12 inches (305.30mm),C-130,NULL,NULL,NULL,NULL,NULL,NASA-Ames,NASA-Ames,Mauzenberg/Althoff. Imagery filed on roll 86-006-03. Two copies held in MIL collection. Received January 1994. NASA-Ames holds no further documentation on this flight.,Copyright &copy; UC Regents,NULL,Germany - Regions,NULL,0,0,0,no,prod,2012-08-06 10:43:54
504569,TG-2912,TG-2912,TG-2912,TG-2912,5,Roll Film Collection,12000,0,0,mosaic,24000,NULL,1971-05-10,1971-05-10,frames 9 X 9 inches,9,9,1,0,0,60%,NULL,NULL,1,0,0,0,400-700 nm,0,0,1,0,Negative; Roll,,,,Roll,,,,Negative,,,1,0,NULL,1st generation,NULL,6 inches (152.58mm),NULL,Southwest-Northeast,6000,NULL,NULL,Commonwealth of Massachusetts,Teledyne Geotronics,"Teledyne, Inc.",Southampton to Northampton. Imagery acquired 1986.,Copyright &copy; UC Regents,NULL,Massachusetts - Regions,Hampshire,1,0,17,no,prod,2012-08-06 10:43:54
504570,TG-2921,TG-2921,TG-2921,TG-2921,5,Roll Film Collection,3600,0,0,line,24000,NULL,1971-05-04,1971-05-04,frames 9 X 9 inches,9,9,1,0,0,NULL,NULL,NULL,1,0,0,0,400-700 nm,0,0,1,0,Negative; Roll,,,,Roll,,,,Negative,,,1,0,NULL,1st generation,NULL,6 inches (152.58mm),NULL,various,1800,NULL,NULL,NULL,Teledyne Geotronics,"Teledyne, Inc.",Berlin and East Berlin area. Negatives filed on roll TG-2912.,Copyright &copy; UC Regents,NULL,Connecticut - Regions,Hartford,1,0,78,no,prod,2012-08-06 10:43:54
504571,TG-2938,TG-2938,TG-2938,TG-2938,5,Roll Film Collection,6000,36000,0,mosaic,50000,NULL,1971-06-12,1971-07-07,frames 9 X 9 inches,9,9,1,0,0,60%,NULL,NULL,1,0,0,0,400-70 nm,0,0,1,0,Negative; Roll,,,,Roll,,,,Negative,,,1,0,NULL,1st generation,NULL,6 inches (152.35mm),NULL,various,3000,18000,NULL,NULL,Teledyne Geotronics,Teledyne. Inc.,"Los Angeles Airport, Van Nuys Airport, Ontario Airport.",Copyright &copy; UC Regents,NULL,California - Regions,Los Angeles; Orange ,1,0,71,no,prod,2012-08-06 10:43:54
504574,TG-2954,TG-2954,TG-2954,TG-2954,5,Roll Film Collection,6000,0,0,line,24000,NULL,1971-06-18,1971-06-18,frames 9 X 9 inches,9,9,1,0,0,NULL,NULL,NULL,1,0,0,0,400-700 nm,0,0,1,0,Negative; Roll,,,,Roll,,,,Negative,,,1,0,NULL,1st generation,NULL,6 inches (152.67mm),NULL,various,3000,NULL,NULL,NULL,Teledyne Geotronics,Teledyne. Inc.,Death Valley: Furnace Creek Ranch area. Negatives filed on roll TG-2940.,Copyright &copy; UC Regents,NULL,Inyo County (California),NULL,1,0,82,no,prod,2012-08-06 10:43:54
504575,TG-2955,TG-2955,TG-2955,TG-2955,5,Roll Film Collection,9600,0,0,line,24000,NULL,1971-06-17,1971-06-17,frames 9 X 9 inches,9,9,1,0,0,NULL,NULL,NULL,1,0,0,0,400-700 nm,0,0,1,0,Negative; Roll,,,,Roll,,,,Negative,,,1,0,NULL,1st generation,NULL,6 inches (152.67mm),NULL,North-South,4800,NULL,NULL,NULL,Teledyne Geotronics,"Teledyne, Inc.",Las Vegas: Southeast area. Negatives are filed on roll TG-2940.,Copyright &copy; UC Regents,NULL,Clark County (Nevada),NULL,1,0,8,no,prod,2012-08-06 10:43:54
504576,TG-2967,TG-2967,TG-2967,TG-2967,5,Roll Film Collection,3000,0,0,line,24000,NULL,1971-07-08,1971-07-08,frames 9 X 9 inches,9,9,1,0,0,NULL,NULL,NULL,1,0,0,0,400-700 nm,0,0,1,0,Negative; Roll,,,,Roll,,,,Negative,,,1,0,NULL,1st generation,NULL,6 inches (152.35mm),NULL,East-West,1500,NULL,NULL,NULL,Teledyne Geotronics,"Teledyne, Inc.","Palmdale: Avenue S area, Lake Palmdale to Sierra Pelona Mountainway.",Copyright &copy; UC Regents,NULL,Los Angeles County (California),NULL,1,0,46,no,prod,2012-08-06 10:43:54
504577,TG-2970,TG-2970,TG-2970,TG-2970,5,Roll Film Collection,6000,0,0,mosaic,12000,NULL,1971-07-06,1971-07-06,frames 9 X 9 inches,9,9,1,0,0,60%,NULL,NULL,1,0,0,0,400-700 nm,0,0,1,0,Negative; Roll,,,,Roll,,,,Negative,,,1,0,NULL,1st generation,NULL,6 inches (152.35mm),NULL,various,3000,NULL,NULL,Standard Oil Company,Teledyne Geotronics,"Teledyne, Inc.",El Segundo refinery. Negatives filed on roll TG-2967.,Copyright &copy; UC Regents,NULL,Los Angeles County (California),NULL,1,0,17,no,prod,2012-08-06 10:43:54
504578,TG-2979,TG-2979,TG-2979,TG-2979,5,Roll Film Collection,3000,0,0,line,24000,NULL,1971-07-24,1971-07-24,frames 9 X 9 inches,9,9,1,0,0,NULL,NULL,NULL,1,0,0,0,400-700 nm,0,0,1,0,Negative; Roll,,,,Roll,,,,Negative,,,1,0,NULL,1st generation,NULL,6 inches (152.35mm),NULL,North-South,1500,NULL,NULL,NULL,Teledyne Geotronics,"Teledyne, Inc.",Boulder City area,Copyright &copy; UC Regents,NULL,Clark County (Nevada),NULL,1,0,38,no,prod,2012-08-06 10:43:54
504579,TG-2989,TG-2989,TG-2989,TG-2989,5,Roll Film Collection,3000,0,0,line,24000,NULL,1971-07-24,1971-07-24,frames 9 X 9 inches,9,9,1,0,0,NULL,NULL,NULL,1,0,0,0,400-700 nm,0,0,1,0,Negative; Roll,,,,Roll,,,,Negative,,,1,0,NULL,1st generation,NULL,6 inches (152.35mm),NULL,North-South,1500,NULL,NULL,NULL,Teledyne Geotronics,"Teledyne, Inc.",North Las Vegas area. Negatives filed on roll TG-2979.,Copyright &copy; UC Regents,NULL,Clark County (Nevada),NULL,1,0,13,no,prod,2012-08-06 10:43:54
504580,TG-2995,TG-2995,TG-2995,TG-2995,1 5,Roll Film Collection,18000,0,0,line,75000,NULL,1971-08-01,1971-08-01,frames 9 X 9 inches,9,9,1,0,0,NULL,NULL,NULL,1,0,0,0,400-700 nm,1,0,1,0,Negative; Roll,,,,Roll,,,,Negative,,,1,0,NULL,1st generation,NULL,6 inches (152.35mm),NULL,various,9000,NULL,NULL,NULL,Teledyne Geotronics,"Teledyne, Inc.","Las Vegas: McCarran airport to downtown. Paper print held for frames 1-1, 1-2 and 2-3.",Copyright &copy; UC Regents,NULL,Clark County (Nevada),NULL,1,2,14,no,prod,2018-03-23 11:25:47
504581,TG-2999,TG-2999,TG-2999,TG-2999,5,Roll Film Collection,4800,0,0,"mosaic, line",9600,NULL,1971-08-11,1971-08-11,frames 9 X 9 inches,9,9,1,0,0,60,NULL,NULL,1,0,0,0,NULL,0,0,1,0,Negative; Roll,,,,Roll,,,,Negative,,,1,0,NULL,1st generation,NULL,6 inches (152.67mm),NULL,various,NULL,NULL,NULL,Douglas Pacific Corp.,Teledyne Geotronics,"Teledyne, Inc.",San Clemente area. Negatives filed on roll TG-2992.,Copyright &copy; UC Regents,NULL,Orange County (California),NULL,1,0,22,no,prod,2018-03-23 11:25:27
504582,ABH-1961,ABH Invitiation No. CSS-7-61 DC Item No. 1,ABH-1961,ABH-1961,1 7,MIL--map cases ,15840,0,0,mosaic,63360,NULL,1961-07-01,1961-07-08,frames 12 X 12 inches,12,12,1,0,0,NULL,NULL,Panchromatic,1,0,0,0,NULL,1,0,0,0,Print; Cut Frame,,,Cut Frame,,Print,,,,,,0,1,NULL,2nd generation,Mapping Camera,8.25 inches,Aircraft,East-West,"13,750",NULL,NULL,"U.S. Department of Agriculture, Commodity Stabilization Service","The Aeroflex Corporation, Robinson Aerial Surveys Division, Newton, New Jersey","University of California, Davis","Not all photographs in this flight held in MIL's collection. Original scale of flight is 1:20,000. Imagery acquired April 1997.",Copyright &copy; UC Regents,NULL,Madera County (California),NULL,1,2,24,no,prod,2012-08-06 10:43:54
504583,ABN-1959,ABN CSS-6-59 DC Item No. 1,ABN-1959,ABN-1959,1,NULL,20000,0,0,mosaic,NULL,NULL,1959-06-09,1959-12-01,frames 9 X 9 inches,9,9,1,0,0,60%,20-30%,Panchromatic,1,0,0,0,NULL,1,0,0,0,Print; Cut Frame,,,Cut Frame,,Print,,,,,,0,1,NULL,2nd generation,Mapping camera,8.25 inches,aircraft,North-South,NULL,NULL,NULL,U. S. Department of Agriculture Commodity Stabilization Service,"The Aeroflex Corporation, Robinson Aerial Surveys Division",Western Aerial Photography Lab A.S.C.S.,"Some photos shown on index sheets are labled ""AXM""; see flight AXM-1959 for information. Not all air photos in this flight in MIL's collection. Acquired 1971.",Copyright &copy; UC Regents,NULL,Imperial County (California),NULL,1,0,12,no,prod,2012-08-06 10:43:54
504584,TG-2750,TG-2750,TG-2750,TG-2750,5,Roll Film Collection,2400,3000,0,mosaic,6000,NULL,1970-02-18,1970-02-18,frames 9 X 9 inches,9,9,1,0,0,60%,NULL,NULL,1,0,0,0,400-700 nm,0,0,1,0,Negative; Roll,,,,Roll,,,,Negative,,,1,0,NULL,1st generation,NULL,6 inches,NULL,North-South,1200,1500,NULL,Mission Viejo Company,Teledyne Geotronics,"Teledyne, Inc.",Mission Viejo Area. Frame numbers 1 through 32; 21- through 2-6; and A through D.,Copyright &copy; UC Regents,NULL,Orange County (California),NULL,1,0,40,no,prod,2012-08-06 10:43:54
504585,TG-2752,TG-2752,TG-2752,TG-2752,5,Roll Film Collection,3000,0,0,mosaic,9000,NULL,1970-02-24,1970-02-24,frames 9 X 9 inches,9,9,1,0,0,NULL,NULL,NULL,1,0,0,0,400-700nm,0,0,1,0,Negative; Roll,,,,Roll,,,,Negative,,,1,0,NULL,1st generation,NULL,6 inches,NULL,East-West,1500,NULL,NULL,Associated Engineers,Teledyne Geotronics,"Teledyne, Inc.",Mira Mesa. Frame numbers 1-1 through 4-39.,Copyright &copy; UC Regents,NULL,San Diego County (California),NULL,1,0,149,no,prod,2012-08-06 10:43:54
504586,TG-2752-005,TG-2752-005,TG-2752-005,TG-2752-005,5,Roll Film Collection,3000,25000,0,mosaic,9000,,1971-09-03,1971-09-28,frames 9 X 9 inches,9,9,1,0,0,60%,,,1,0,0,0,400-700 nm,0,0,1,0,Negative; Roll,,,,Roll,,,,Negative,,,1,0,,1st generation,,6 inches (152.67mm),,East-West,1500,12500,,Associated Engineers,Teledyne Geotronics,"Teledyne, Inc.",Mira Mesa. Frame numbers 12-3 through 25-99. Negatives filed on roll TG-2752.,Copyright &copy; UC Regents,NULL,San Diego County (California),NULL,1,0,107,no,prod,2012-08-06 10:43:54
504587,TG-2759,TG-2759,TG-2759,TG-2759,5,Roll Film Collection,2400,0,0,mosaic,9600,,1970-04-03,1970-04-03,frames 9 X 9 inches,9,9,1,0,0,60%,,,1,0,0,0,400-700 nm,0,0,1,0,Negative; Roll,,,,Roll,,,,Negative,,,1,0,,1st generation,,6 inches (152.35mm),,various,1200,,,City of Los Angeles,Teledyne Geotronics,"Teledyne, Inc.","Pacific Palisades and Castellammare. Frame numbers A-1 through G-6, and A-1-X through D-9-X.",Copyright &copy; UC Regents,NULL,Los Angeles County (California),NULL,1,0,93,no,prod,2012-08-06 10:43:54
504588,TG-2772,TG-2772,TG-2772,TG-2772,5,Roll Film Collection,12000,NULL,NULL,"mosaic, line",14400,NULL,1972-02-23,1972-07-08,frames 9 X 9 inches,9,9,1,0,0,NULL,NULL,NULL,1,0,0,0,400-700 nm,0,0,1,0,Null,Null,,,,,,,,,,1,0,NULL,1st generation,NULL,6 inches,NULL,North-South,6000,NULL,NULL,"City of Los Angeles, Department of Water and Power",Teledyne Geotronics,"Teledyne, Inc.","Castaic Lake area (during construction of lake). Photograph numbers 1-1 through 1-15 taken 07-18-1972 at 1:12,000. Photograph numbers 1 through 20 taken 02-23-1972, only numbers 4 through 19 appear on index; no scale indicated for these frames. Negatives filed on roll TG-2772-008/TG-2772-010/TG-2772-012/TG-2772-013. Imagery acquired 1986.",Copyright &copy; UC Regents,NULL,Los Angeles County (California),NULL,1,0,35,no,prod,2012-08-06 10:43:54
504589,TG-2773,TG-2773,TG-2773,TG-2773,5,Roll Film Collection,3000,0,0,mosaic,6000,,1970-06-30,1970-06-30,frames 9 X 9 inches,9,9,1,0,0,60%,,,1,0,0,0,400-700 nm,0,0,1,0,Negative; Roll,,,,Roll,,,,Negative,,,1,0,,1st generation,,6 inches (152.35mm),,Northwest-Southeast,1500,,,R.M. Galloway & Associates,Teledyne Geotronics,"Teledyne, Inc.",Huntington Beach: Huntington Seacliff Country Club (Huntington Beach Co. Property). Frame numbers 1-1 through 1-25.,Copyright &copy; UC Regents,NULL,Orange County (California),NULL,1,0,25,no,prod,2012-08-06 10:43:54
504590,TG-2792,TG-2792,TG-2792,TG-2792,1 5,Roll Film Collection,2400,2000,NULL,mosaic,9600,NULL,1970-06-19,1970-09-01,frames 9 X 9 and 9 X 18 inches,0,0,1,0,0,60%,30%,NULL,1,0,0,0,400-700 nm,1,0,1,0,Print Negative; Roll; Cut Frame;,,,Cut Frame,Roll,Print Negative,,,Print Negative,,,1,1,NULL,1st and 2nd generation,NULL,NULL,NULL,various,NULL,NULL,NULL,City of Los Angeles Harbor Department,Teledyne Geotronics,"Teledyne, Inc.",Los Angeles Harbor area. Photograph numbers 1-1 through 4-130. Some 9 X 9-inch and 9 X 18-inch photos have identical frame numbers.,Copyright &copy; UC Regents,NULL,Los Angeles County (California),NULL,1,2,791,no,prod,2012-08-06 10:43:54
504591,EJC-1961,EJC Invitiation No. CSS-7-61 DC Item No. 1,EJC-1961,EJC-1961,7,MIL--map cases ,15840,0,0,mosaic,63360,NULL,1961-01-01,1961-01-01,frames 12 X 12 inches,12,12,1,0,0,60%,40%,NULL,1,0,0,0,400-700 nm,1,0,0,0,Print; Cut Frame,,,Cut Frame,,Print,,,,,,0,1,NULL,2nd generation,NULL,8.25 inches,NULL,East-West,"13,750",NULL,NULL,U.S. Department of Agriculture Commodity Stabilization Service,"Aeroflex Corporation, Robinson Aerial Surveys Division","California Polytechnic State University, San Luis Obispo","Not all photos held in MIL's collection; see index sheets. Many photos have been marked for geology/soil type mapping. All photos were enlarged from original imagery @1:20,000. Acquired 2008.",Reproduction rights held by the Regents of the University of California.,NULL,Mariposa County (California),NULL,1,2,562,no,prod,2012-03-01 16:34:07
504592,BTM-1950,BTM USDA 1242-50 Item No. 1,BTM-1950,BTM-1950,7,MIL--map cases ,7500,0,0,"mosaic, SmartIndex",130000,NULL,1950-04-02,1950-05-18,frames 24 X 24 inches,24,24,1,0,0,60-80,30%,NULL,1,0,0,0,400-700 nm,1,0,0,0,Print; Cut Frame,,,Cut Frame,,Print,,,,,,0,0,NULL,2nd generation,NULL,8.25 inches,Aircraft,"North-South, South-North","13,750",NULL,NULL,"U.S. Department of Agriculture, Production and Marketing Administration","Aero Exploration Co., Tulsa, Oklahoma","California Polytechnic State University, San Luis Obispo","Note: Coverage of the Sierra Madre Mountains.Photographs are enlargements from original scale of1:20,000. Imagery acquired 2008.",Copyright &copy; UC Regents,NULL,Santa Barbara County (California),NULL,1,1,35,no,prod,2018-04-13 16:40:29
504593,USMC-KV40,USMC-KV40,USMC-KV40,USMC-KV40,1,NULL,5000,0,0,none,50000,NULL,1952-03-21,1952-03-21,frames 9 X 18 inches,9,18,1,0,0,40%,NULL,NULL,1,0,0,0,NULL,1,0,0,0,Print; Cut Frame,,,Cut Frame,,Print,,,,,,0,1,NULL,2nd generation,NULL,24 inches,NULL,NULL,10000,NULL,NULL,NULL,United States Marine Corps,NULL,"Santa Margarita River, Camp Pendleton Marine Corps Base: Camp Del Mar to O'Neill Lake.",Reproduction rights held by the Regents of the University of California.,NULL,San Diego County (California),NULL,1,0,50,no,prod,2012-05-23 16:40:26
504594,C-930,C-930,C-930,C-930,3 2,NULL,14000,0,0,"mosaic, SmartIndex",75000,NULL,1930-04-01,1930-04-30,frames 9 X 7 inches,NULL,NULL,1,0,0,60%,NULL,Copy,1,0,0,0,NULL,1,0,0,0,Negative; Cut Frame,,,Cut Frame,,,,,Negative,,,0,1,NULL,2nd generation,NULL,12 inches,NULL,Southwest-Northeast,12500,NULL,NULL,Gen. Pet. Corp.,Fairchild Aerial Surveys,"Teledyne, Inc.; Whittier College","Vicinity of Morro Bay and Cayucos. Copy negatives acquired 1986 were made from original nitrate film. Prints acquired from Whittier College, January 2013.",Copyright &copy; UC Regents,NULL,San Luis Obispo County (California),NULL,1,2,54,no,prod,2017-10-26 11:18:28
504595,C-1001A,C-1001A,C-1001A,C-1001A,3 2 11,NULL,18000,NULL,NULL,"mosaic, SmartIndex",85000,NULL,1930-07-18,1930-08-25,frames 9 X 7 inches,7,9,1,0,0,60%,NULL,"Nitrate, Copy",1,0,0,0,NULL,1,0,1,0,Negative; Cut Frame,,,Cut Frame,,,,,Negative,,,0,1,NULL,1st and 2nd generation,NULL,9.5 inches,NULL,North-South,16250,NULL,NULL,Standard Oil Co.,Fairchild Aerial Surveys,"Teledyne, Inc.; Whittier College","Granada Hills and Chatsworth to Castaic. Copy negatives acquired 1986 were made from original nitrate film. Nitrate film and prints acquired from Whittier College, January 2013.",Copyright &copy; UC Regents,NULL,Los Angeles County (California),NULL,1,2,467,no,prod,2017-10-27 15:58:27
504596,C-1025,C-1025,C-1025,C-1025,4 3 11,NULL,14400,NULL,0,"mosaic, SmartIndex",105000,NULL,1930-06-01,1930-06-30,frames 7 X 9 inches,7,9,1,0,0,60%,10-60%,"Nitrate, Copy",1,0,0,0,NULL,1,1,1,0,Positive Transparency; Negative; Cut Frame; ,,,Cut Frame,,,,Positive Transparency,,,,0,1,NULL,2nd generation,NULL,12 inches,NULL,Northwest-Southeast,14500,NULL,NULL,Redwood City,Fairchild Aerial Surveys,"Teledyne, Inc.; Whittier College","Vicinity of Redwood City, San Carlos, Menlo Park, and Palo Alto. Copy negatives and transparencies made from original nitrate film. Nitrate negatives and prints acquired from Whittier College, January 2013. Nitrate negatives scanned, 2015.",Copyright &copy; UC Regents,NULL,San Mateo County (California,NULL,1,2,176,no,prod,2016-12-07 15:46:08
504597,C-1050,C-1050,C-1050,C-1050,3 2,NULL,19560,0,0,"mosaic, SmartIndex",150000,NULL,1930-06-24,1930-06-24,frames 9 X 7 inches,7,9,1,0,0,60%,30-50%,Copy,1,0,0,0,NULL,1,1,1,0,Positive Transparency; Negative; Cut Frame; ,,,Cut Frame,,,,Positive Transparency,,,,0,1,NULL,2nd generation,NULL,9.5 inches,NULL,North-South,15485,NULL,NULL,U.S. Dept. Interior,Fairchild Aerial Surveys ,"Teledyne, Inc.; Whittier College","Colorado River: Cibola Valley (Imperial County, CA) to Blythe (Riverside County, CA); Ehrenberg to Moon Mountain (La Paz County, AZ). Transparencies acquired 1986 were made from original nitrate film. Recorded in FAS log book as ""Boulder Canyon Project"". Prints and copy negatives acquired from Whittier College, January 2013",Copyright &copy; UC Regents,NULL,United States - Regions,Yuma (Arizona); Riverside (California); Imperial (California),1,2,294,no,prod,2017-10-30 11:33:30
